IngredientID,Name,CaloriesPerUnit,Protein
792,couscous cooked,176,6
793,multigrain cheerios general mills,4,0.038
794,bulgur cooked,151,5.6
795,popcorn air popped,31,1
796,teff raw,708,25.7
797,spelt cooked,246,10.7
798,millet raw,756,22
799,popcorn unpopped,106,3.1
800,whole wheat cooked,150,4.8
801,wheat sprouted,214,8.1
802,whole wheat dry,96,3.1
803,caramel popcorn,122,1.1
804,wheat puffed,44,1.8
805,roggenmischbrot sonnenblumenkerne aldi,82,0
806,wheat germ,112,7.2
807,microwave popcorn,465,7.3
808,millet cooked,207,6.1
809,kamut raw,627,27.3
810,wheat durum,651,26.3
811,sorghum,651,21.7
812,white wheat,657,21.7
813,rye,571,17.5
814,spelt raw,588,25.4
815,buckwheat raw,41,1.6
816,honey cereali general mills,104,0
817,barley cooked,193,3.5
818,oats,39,1.7
819,amaranth raw,37,1.4
820,semolina,601,21.2
821,quinoa dry,221,8.5
822,wheat shredded,155,5.2
823,cattail,5,0.2
824,peanut granola bar,116,2.4
825,vanilla bluberry bar kind,49,0
826,coconut granola bar,150,1.5
827,almond granola bar,119,1.8
828,chocolate chip granola bar,105,1.8
829,fruit granola bar,82,1.4
830,granola bar,99,2.1
831,peanut bar,209,6.2
832,milk cereal bar,103,1.6
833,almond rice bar,128,2
834,fruit nut squares,55,0.3
835,rice wheat cereal bar,90,2
836,crisped rice bar,113,1.4
837,brown rice raw,685,14.7
838,rice pilaf cooked,352,7
839,beef flavored rice raw,657,19.8
840,wild rice cooked,166,6.5
841,wild rice raw,571,23.6
842,congee with pork shrimp and squid plus egg,178,0
843,white rice pasta cooked,246,5.1
844,chicken flavored rice raw,601,17.9
845,instant white rice raw,361,7.4
846,rice crisps,107,1.8
847,parboiled white rice raw,692,13.9
848,instant white rice cooked,193,3.6
849,rice pilaf raw,732,21.3
850,rice cracker cake,111,2
851,parboiled white rice cooked,194,4.6
852,white rice steamed,199,4.2
853,brown rice cake,35,0.7
854,glutinous white rice raw,685,12.6
855,white rice pasta raw,600,15.3
856,glutinous white rice cooked,169,3.5
857,brown rice cooked,218,4.5
858,beef flavored rice cooked,319,7
859,white rice cooked,205,4.3
860,chicken flavored rice cooked,317,6.2
861,white rice raw,675,13.2
862,cheese imitation,441,28.3
863,cheshire cheese,110,6.6
864,monterey cheese,421,27.7
865,edam cheese,107,7.5
866,fontina cheese,420,27.6
867,monterey cheese low fat,350,31.9
868,colby cheese,445,26.8
869,american cheese,93,4.5
870,blue cheese,106,6.4
871,nectarine,66,1.6
872,kiwifruit gold,51,0.8
873,prickly pear raw,8,0.001
874,pineapple,45,0.5
875,rowan,253,5.2
876,muscadine grapes,3,0.014
877,heidelbeeren jutro,17,0
878,prunes stewed,316,3.4
879,tangerine,40,0.6
880,prunes,237,2.6
881,lemon peel,1,0.032
882,banana,134,1.6
883,raspberries,5,0.1
884,apricot,17,0.5
885,strawberry guava,4,0.01
886,kiwifruit green,42,0.8
887,figs,37,0.4
888,clementine,35,0.6
889,orange,86,1.7
890,bartlett pear,112,0.7
891,red white currants,63,1.6
892,blueberries,84,1.1
893,mulberries,6,0.2
894,java plum,2,0.034
895,prune puree,46,0.4
896,applesauce,102,0.4
897,blackberries raw,62,2
898,plum,30,0.5
899,american grapes,2,0.035
900,peach,59,1.4
901,honeydew melon,64,1
902,yellow plantain fried,399,2.4
903,rose hips,206,2
904,lemons,17,0.6
905,lime,20,0.5
906,pomegranate,117,2.4
907,gooseberries,66,1.3
908,asian pear,51,0.6
909,abiyuch,157,3.4
910,horned melon kiwano,92,3.7
911,fruit walnut salad mcdonalds,312,4.8
912,grapefruit,53,1
913,japanese persimmon,118,1
914,wild raspberries,81,1.5
915,pink lady apple,18,0.1
916,maraschino cherries,8,0.06
917,black currants,71,1.6
918,plantain cooked,179,1.2
919,crab apple,84,0.4
920,pom potes materne,19,0
921,apple,95,0.5
922,cantaloupe melon,60,1.5
923,prickly pear cooked,7,0.091
924,guava,37,1.4
925,strawberries,4,0.01
926,japanese persimmon dried,93,0.5
927,watermelon,86,1.7
928,elderberries,106,1
929,kumquat,13,0.4
930,orange peel,6,0.093
931,pokeberry shoots cooked,33,3.8
932,breadfruit,227,2.4
933,pear,101,0.6
934,sour cherries,52,1
935,plantain raw,218,2.3
936,blackberries frozen,97,1.8
937,cherries,5,0.068
938,plantain fried,16,0.023
939,carambola starfruit,26,0.9
940,chayote cooked,35,1
941,apple dippers mcdonalds,33,0
942,white grapefruit,78,1.6
943,cherimoya,176,3.7
944,melon balls,57,1.5
945,golden delicious apple,62,0.3
946,pokeberry shoots raw,37,4.2
947,cranberries,21,0.2
948,quince,52,0.4
949,chayote raw,25,1.1
950,orange with peel,100,2.1
951,chokecherries,249,4.7
952,mango,202,2.8
953,wild plum,147,0.7
954,jeijoa,148,1.7
955,groundcherries,74,2.7
956,pesca,30,0
957,persimmon,32,0.2
958,grapes,3,0.045
959,rambutan canned,175,1.4
960,figs canned,14,0.1
961,prunes canned,246,2
962,pineapples canned,28,0.2
963,prune plums canned,27,0.2
964,tangerines canned,92,1.5
965,fruit cocktail canned,109,1.1
966,sour cherries canned,189,1.9
967,mangosteen canned,143,0.8
968,apricot juice,117,1.5
969,strawberries canned,234,1.4
970,peach canned,110,1.6
971,fruit salad canned,125,1.3
972,gooseberries canned,184,1.6
973,grapefruit canned,88,1.4
974,pear canned,38,0.3
975,raspberries canned,233,2.1
976,papaya canned,80,0.001
977,grapes canned,98,1.2
978,apple dried,145,0.6
979,peach dried,199,3
980,plantain chips,150,0.6
981,golden raisins,498,5.6
982,raisins seeded,488,4.2
983,zante currants dried,408,5.9
984,pear dried,94,0.7
985,raisins,90,1
986,prune plums dried,308,2.7
987,cranberries dried,370,0.053
988,figs dried,21,0.3
989,longans dried,5,0.027
990,banana chips,147,0.7
991,lychee dried,7,0.01
992,apricot dried,17,0.2
993,longan,2,0.009
994,mamey sapote,217,2.5
995,waxgourd cooked,19,0.7
996,jackfruit,33,0.6
997,loquats,9,0.09
998,mammy apple mamey,431,4.2
999,nance,82,0.7
1000,coconut whole coconut,3336,0
1001,prickly pear,42,0.8
1002,lychee,6,0.024
1003,naranjilla lulo pulp,30,0.5
1004,coconut meat dried,187,1.9
1005,waxgourd raw,17,0.5
1006,surinam cherry pitanga,2,0.045
1007,passion fruit,17,0.4
1008,sapodilla,141,0.7
1009,pummelo,48,1
1010,coconut meat,1405,13.2
1011,soursop,149,2.3
1012,papaya,62,0.7
1013,acerola cherry,2,0.079
1014,ohelo berries,39,0.5
1015,loganberries,81,2.2
1016,casaba melon,48,1.9
1017,durian,51,0.5
1018,coriander leaves raw,4,0.3
1019,garden cress raw,3,0.2
1020,pasilla peppers dried,24,0.9
1021,parsley dried,1,0.1
1022,ancho pepper dried,48,2
1023,coriander seeds,5,0.2
1024,dill weed dried,253,20
1025,borage,19,1.6
1026,epazote,0,0.059
1027,chives dried,1,0.013
1028,thyme fresh,1,0.091
1029,butterbur,4,0.1
1030,wasabi root,142,6.2
1031,rosemary dried,4,0.081
1032,ginger root,2,0.068
1033,white pepper,7,0.2
1034,cloves ground,6,0.1
1035,paprika,19,1
1036,mace ground,25,0.4
1037,bay leaf,2,0.086
1038,eppaw,150,4.6
1039,tarragon dried,2,0.1
1040,ginger ground,6,0.2
1041,savory ground,4,0.074
1042,black pepper,6,0.2
1043,spearmint fresh,3,0.2
1044,poultry seasoning,14,0.4
1045,nutmeg ground,12,0.1
1046,curry powder,20,0.8
1047,peppermint,1,0.038
1048,salt,0,0
1049,coriander leaves dried,2,0.1
1050,sage ground,2,0.058
1051,garlic powder,10,0.5
1052,dill weed fresh,4,0.3
1053,cardamom,6,0.2
1054,saffron,2,0.071
1055,allspice ground,5,0.1
1056,parsley fresh,1,0.1
1057,oregano dried,265,9
1058,marjoram dried,5,0.2
1059,chives raw,1,0.03
1060,fireweed leaves,24,1.1
1061,rosemary fresh,1,0.005
1062,garlic,4,0.2
1063,cinnamon ground,6,0.1
1064,chervil dried,5,0.4
1065,cayenne pepper,1,0.039
1066,turmeric ground,8,0.2
1067,mustard,3,0.2
1068,chili powder,8,0.4
1069,thyme dried,276,9.1
1070,spearmint dried,1,0.094
1071,basil dried,2,0.2
1072,dandelion greens cooked,35,2.1
1073,basil fresh,2,0.2
1074,dock,29,2.7
1075,garden cress cooked,31,2.6
1076,onion powder,8,0.2
1077,dandelion greens raw,25,1.5
1078,yokan,36,0.5
1079,fava beans cooked,187,12.9
1080,french beans raw,631,34.6
1081,chickpeas canned,352,17.8
1082,yellow beans cooked,255,16.2
1083,mung beans cooked,212,14.2
1084,white beans canned,299,19
1085,pink beans cooked,252,15.3
1086,pink beans raw,720,44
1087,navy beans raw,701,46.4
1088,snap beans cooked,44,2.4
1089,black eyed cowpeas raw,131,4.3
1090,edamame cooked,189,18.5
1091,black eyed cowpeas cooked,160,5.2
1092,hyacinth beans cooked,227,15.8
1093,cowpeas canned,185,11.4
1094,pinto beans cooked,245,15.4
1095,winged beans cooked,253,18.3
1096,pinto beans raw,670,41.3
1097,black turtle beans raw,624,39.1
1098,fava beans raw,512,39.2
1099,lima beans canned,190,11.9
1100,hyacinth beans raw,722,50.2
1101,white beans raw,673,47.2
1102,snap beans canned,66,3.5
1103,navy beans canned,296,19.7
1104,mung beans raw,718,49.4
1105,adzuki beans raw,648,39.1
1106,black turtle beans cooked,241,15.1
1107,pink lentils raw,662,47.9
1108,yellow beans raw,676,43.1
1109,white beans cooked,249,17.4
1110,lentils raw,678,49.5
1111,cranberry beans cooked,241,16.5
1112,chickpeas raw,728,38.6
1113,lentils cooked,230,17.9
1114,baked beans canned,239,12.1
1115,cranberry beans canned,216,14.4
1116,black beans cooked,227,15.2
1117,lima beans cooked,216,14.7
1118,mungo beans raw,706,52.2
1119,pigeon peas raw,703,44.5
1120,fava beans canned,182,14
1121,yellow snap beans raw,31,1.8
1122,snap beans raw,31,1.8
1123,yellow snap beans canned,36,1.9
1124,pigeon peas cooked,203,11.4
1125,catjang cowpeas raw,573,39.8
1126,navy beans cooked,255,15
1127,mothbeans raw,672,45
1128,cowpeas cooked,81,5.4
1129,mothbeans cooked,207,13.8
1130,french beans cooked,228,12.5
1131,lima beans raw,602,38.2
1132,winged beans raw,744,54
1133,adzuki beans cooked,294,17.3
1134,black beans raw,662,41.9
1135,catjang cowpeas cooked,200,13.9
1136,baby lima beans cooked,189,12
1137,cowpeas raw,41,3.1
1138,shellie beans canned,74,4.3
1139,yardlong beans raw,579,40.6
1140,pinto beans canned,197,11
1141,chickpeas cooked,269,14.5
1142,cranberry beans raw,653,44.9
1143,mungo beans cooked,189,13.6
1144,tamarinds,5,0.057
1145,yellow snap beans cooked,44,2.4
1146,yardlong beans cooked,202,14.2
1147,bacon beef steak,146,8.2
1148,lamb foreshank raw,912,85.8
1149,bacon,106,3.3
1150,lamb rib cooked,915,53.9
1151,lamb shank raw,912,84.3
1152,scrapple,60,2.3
1153,chicken nuggets,61,3.2
1154,ground lamb cooked,886,77.5
1155,lamb meat cooked,678,63.8
1156,meat extender,275,33.5
1157,lamb leg raw,1043,81.2
1158,lamb loin cooked,202,16.1
1159,chicken patty,172,8.9
1160,lamb shank roasted,605,71
1161,barbecue loaf,40,3.6
1162,lamb sirloin cooked,765,64.5
1163,poultry salad,26,1.5
1164,ground lamb raw,80,4.7
1165,lamb loin raw,88,4.6
1166,lamb sirloin raw,1234,76.8
1167,sausage patty mcdonalds,115,4.3
1168,lamb foreshank cooked,360,42
1169,ham salad,97,3.9
1170,lamb rib raw,1687,65.9
1171,lamb shoulder raw,1198,75.2
1172,lamb meat raw,1102,79.6
1173,lamb shoulder cooked,750,62.5
1174,mutton cooked,66,9.5
1175,lamb leg cooked,684,67.7
1176,beef stick,110,4.3
1177,veal sirloin cooked,517,64.1
1178,veal rib cooked,444,57.4
1179,veal meat cooked,483,62.9
1180,beef rib roasted,238,15.4
1181,veal sirloin raw,689,86.5
1182,beef top loin filet grilled,323,37
1183,beef under blade steak cooked,983,140.8
1184,mock tender steak raw,244,42.2
1185,ground beef cooked,375,35.5
1186,ground beef raw,1506,65.1
1187,beef diced asda,48,0
1188,veal rib raw,735,85.5
1189,ground veal raw,41,5.5
1190,t bone steak cooked,1049,89.3
1191,veal leg round raw,531,95.2
1192,beef top sirloin steak raw,1222,123.4
1193,beef plate steak grilled,508,47.1
1194,ground veal cooked,514,72.9
1195,veal leg round cooked,574,98.4
1196,porterhouse steak raw,1170,81.6
1197,veal shank raw,513,86.9
1198,veal breast cooked,753,76.3
1199,corned beef canned,53,5.7
1200,rib eye steak grilled,680,62.4
1201,veal shoulder raw,0,0
1202,t bone steak raw,1052,85.7
1203,sirloin steak,324,49.5
1204,mock tender steak cooked,137,21.9
1205,beef round steak cooked,385,64.8
1206,chuck blade roast raw,1125,77.8
1207,beef shoulder steak raw,349,48.2
1208,beef top blade cooked,184,21.9
1209,corned beef cooked,53,3.8
1210,beef round steak raw,753,100.1
1211,beef shoulder steak grilled,155,24
1212,chuck eye steak raw,856,72.4
1213,beef bottom round steak cooked,980,155.8
1214,porterhouse steak cooked,235,20.4
1215,beef under blade steak raw,1235,126.8
1216,beef plate steak raw,617,47.8
1217,beef meat canned,111,9.2
1218,beef breakfast strips raw,92,2.8
1219,beef brisket cooked,589,46
1220,corned beef raw,898,66.6
1221,beef mince meat asda,55,0
1222,pastrami beef fat free,9,1.9
1223,rib eye steak raw,743,62.8
1224,beef tenderloin steak cooked,374,37
1225,chuck blade roast cooked,842,66.1
1226,cured beef dried,4,0.9
1227,beef flank steak cooked,380,51.8
1228,chuck eye steak grilled,853,76.9
1229,veal meat raw,653,87.8
1230,veal loin cooked,80,8.5
1231,veal loin raw,46,5.3
1232,veal shoulder cooked,435,61.2
1233,beef tenderloin steak raw,405,32.2
1234,veal shank cooked,371,61.2
1235,beef brisket raw,1139,83.6
1236,pastrami beef,104,15.5
1237,beef flank steak raw,47,6
1238,beef top sirloin steak cooked,430,47.7
1239,veal breast raw,943,79.2
1240,beef rib raw,1433,73.8
1241,beef jerky,82,6.6
1242,beef breakfast strips cooked,51,3.5
1243,pork olive loaf,66,3.3
1244,beef luncheon meat jellied,31,5.3
1245,turkey pastrami,38,4.6
1246,pork salami,41,2.3
1247,canadian style bacon raw,45,5.9
1248,honey loaf,85,9.9
1249,pork beef salami,37,2.1
1250,beef pork bologna,92,4.6
1251,pork beef salami cooked,41,2.7
1252,pork breakfast strips raw,88,2.7
1253,pickle pimiento loaf,86,4.3
1254,luxury loaf,39,5.2
1255,mortadella,47,2.5
1256,pork bologna,69,4.3
1257,turkey salami cooked,9,1
1258,pepperoni beef,10,0.5
1259,peppered loaf,42,4.9
1260,luncheon meat beef,10,1.8
1261,lebanon bologna,98,10.8
1262,chicken pork bologna,94,2.9
1263,turkey roll,40,4.9
1264,beef salami cooked,68,3.3
1265,yachtwurst cooked,150,8.3
1266,italian salami,43,2.2
1267,turkey ham,38,5.5
1268,turkey bologna,59,3.2
1269,sliced turkey breast,17,2.4
1270,luncheon meat pork beef,99,3.5
1271,beef bologna,90,3.3
1272,turkey bacon cooked,313,24.3
1273,ground emu cooked,178,31
1274,ostrich leg raw,94,19
1275,ostrich strip raw,108,20.1
1276,emu fillet cooked,607,123.2
1277,ostrich tenderloin raw,105,18.8
1278,emu drums cooked,649,134.7
1279,green turtle raw,25,5.6
1280,ground bison cooked,448,63.6
1281,goat meat raw,494,93.4
1282,ground emu raw,157,26.6
1283,ground ostrich raw,180,22
1284,ostrich tip cooked,123,24.2
1285,caribou cooked,210,38
1286,ground ostrich cooked,163,24.3
1287,ostrich leg cooked,120,24.7
1288,ostrich top loin cooked,132,23.9
1289,ostrich strip cooked,139,25
1290,ostrich tip raw,97,18.6
1291,ostrich round raw,99,18.7
1292,ground bison raw,124,17.2
1293,ostrich fan raw,99,18.5
1294,ostrich top loin raw,101,18.4
1295,veal brain cooked,461,38.9
1296,veal tongue cooked,515,65.9
1297,beef heart cooked,47,8.1
1298,turkey liver cooked,100,14.3
1299,veal thymus cooked,35,6.4
1300,beef brain cooked,688,44.1
1301,beef pancreas cooked,602,60.2
1302,beef tripe cooked,80,10
1303,chicken gizzard cooked,223,44.1
1304,pork pancreas cooked,537,69.8
1305,beef tongue cooked,80,5.5
1306,lamb heart cooked,353,47.7
1307,beef spleen cooked,447,77.3
1308,veal kidneys cooked,300,48.4
1309,chicken heart cooked,268,38.3
1310,lamb tongue cooked,701,55
1311,veal heart cooked,368,57.7
1312,chicken liver cooked,76,11.3
1313,lamb pancreas cooked,541,52.7
1314,veal spleen cooked,445,83.1
1315,lamb liver cooked,739,102.7
1316,turkey gizzard cooked,70,11.9
1317,lamp spleen cooked,460,78.1
1318,turkey heart cooked,35,5
1319,beef liver cooked,130,19.8
1320,lamb lungs cooked,431,75.7
1321,pork brain cooked,527,46.4
1322,goose liver,125,15.4
1323,pork kidneys cooked,211,35.6
1324,lamb brain cooked,503,43.5
1325,pork heart cooked,215,34.2
1326,lamb kidneys cooked,349,60.3
1327,beef lungs cooked,364,61.8
1328,veal pancreas cooked,614,69.8
1329,pork liver cooked,584,92.1
1330,beef kidneys cooked,45,7.7
1331,turkey giblets cooked,164,25.1
1332,duck liver raw,60,8.2
1333,veal liver cooked,154,22.7
1334,pork lungs cooked,297,49.8
1335,veal lungs cooked,312,56.2
1336,beef thymus cooked,1215,83.2
1337,ham,46,4.6
1338,pork meat cooked,283,14.1
1339,bacon roasted,43,3
1340,pork top loin roasts raw,3644,468.4
1341,pork blade roll raw,76,4.7
1342,pork backribs raw,2399,204.2
1343,pork spareribs cooked,703,51.4
1344,pork stomach cooked,44,6.1
1345,honey smoked ham cooked,67,9.9
1346,boston butt steak raw,844,79
1347,pork sirloin chops cooked,140,23.3
1348,pork country style ribs raw,242,24.8
1349,ham patties,205,8.3
1350,pork feet cooked,67,6.2
1351,ground pork cooked,930,80.4
1352,pork centre loin chops cooked,328,40.2
1353,pork leg cap steak cooked,307,53.5
1354,pork blade chops raw,376,55.8
1355,pork tenderloin raw,606,104.3
1356,pork sirloin chops raw,1090,205.5
1357,pork leg cap steak raw,284,50
1358,pork carcass raw,1706,63.1
1359,pork splean cooked,446,84.3
1360,chopped ham,50,4.6
1361,pork centre loin chops raw,338,41.2
1362,pork blade chops cooked,265,32.4
1363,boston butt steak cooked,494,46.4
1364,pork meat raw,179,2.6
1365,pork top loin chops raw,287,39.9
1366,pork blade steak braised,694,68.2
1367,pork boston steaks cooked,438,43.2
1368,bacon cooked,43,3.5
1369,pickled pork hocks,48,5.4
1370,pork boston roast cooked,705,60.5
1371,canadian style bacon grilled,43,5.7
1372,ham steak,70,11.1
1373,pork backfat,3683,13.2
1374,bacon baked,44,2.9
1375,pork arm picnic raw,5298,513.6
1376,salt pork raw,212,1.4
1377,pork arm picnic cooked,5292,560.3
1378,pork top loin chops cooked,270,39.4
1379,ground pork raw,329,21.1
1380,pork shoulder raw,1070,77.9
1381,pork chitterlings cooked,66,3.5
1382,pork breakfast strips cooked,52,3.3
1383,pork blade roll roasted,1079,65
1384,pork tail cooked,1089,46.8
1385,pork centre rib roasts raw,275,44
1386,pork centre rib roasts roasted,1942,211.3
1387,minced ham,55,3.4
1388,ham roasted,316,28.7
1389,pork loin raw,232,23.1
1390,pork backribs roasted,2564,202
1391,pork belly raw,2350,42.4
1392,ham raw,266,23.8
1393,ham extra lean,45,5.1
1394,pork feet pickled,635,52.8
1395,pork shoulder cooked,394,31.4
1396,pork top loin roasts roasted,1628,224.3
1397,pork skin,154,17.3
1398,pork country style ribs cooked,235,22.8
1399,pork blade steak raw,664,67.6
1400,pork tenderloin cooked,153,22.7
1401,pork loin cooked,213,24.2
1402,pork ears cooked,184,17.7
1403,pork tongue cooked,626,55.7
1404,pork spareribs raw,3593,200.6
1405,ham patties grilled,205,8
1406,chicken skin roasted,508,22.8
1407,turkey breast raw,3554,495.6
1408,ground turkey raw,169,22.4
1409,chicken wing cooked,52,4.8
1410,turkey roast roasted,209,28.8
1411,pheasant meat raw,1448,181.6
1412,chicken back raw,188,8.3
1413,chicken back cooked,93,8
1414,chicken leg fried,431,34.4
1415,chicken feet cooked,975,88
1416,turkey steak fried,179,9.1
1417,turkey taco meat cooked,271,30.7
1418,chicken leg raw,736,56.3
1419,chicken meat raw,1978,171.1
1420,chicken neck cooked,94,7.5
1421,chicken drumstick fried,193,15.8
1422,quail egg,14,1.2
1423,duck meat cooked,472,26.6
1424,chicken wing roasted,216,20.2
1425,quail meat cooked,1028,113.7
1426,goose meat cooked,427,35.2
1427,chicken breast cooked,114,17.3
1428,chicken neck raw,149,7
1429,duck egg,130,9
1430,pheasant breast raw,484,88.7
1431,duck meat raw,5123,145.7
1432,squab meat raw,585,36.8
1433,chicken drumstick raw,211,23.4
1434,turkey meat roasted,284,42.8
1435,chicken breast raw,299,36.3
1436,ground chicken cooked,474,58.4
1437,turkey wing cooked,426,50.9
1438,goose meat raw,6077,259.8
1439,turkey breast roasted,3266,496.1
1440,chicken fajita strips,13,1.7
1441,crispy chicken strips tyson,145,0
1442,chocolate pudding fat free,105,2.2
1443,tapioca pudding,143,2.1
1444,tapioca pudding fat free,105,1.6
1445,rice pudding,122,3.6
1446,corn pudding,328,11.1
1447,chocolate pudding,213,3.1
1448,lemon pudding,173,4.1
1449,vanilla pudding,195,2.2
1450,profeel proteiinirahka valio,140,175
1451,cottage cheese creamed,20,2.2
1452,zaziki milfina,51,0
1453,cottage cheese low fat,163,28
1454,cottage cheese nonfat,104,15
1455,vanilla yogurt low fat,208,12.1
1456,classique yogurt plain 2 liberte,30,3.3
1457,yoplait light strawberry yogurt yoplait,79,0
1458,vanilla yogurt,145,8.4
1459,chocolate yogurt,168,5.3
1460,yogurt parfait,125,5
1461,yogurt,92,5.2
1462,chocolate frozen yogurt,221,5.2
1463,frozen yogurt,221,5.2
1464,yogurt low fat,154,12.9
1465,vanilla yoghurt oikos,120,0
1466,fruit yogurt,149,6
1467,danone low fat alsafi,88,0
1468,fruit n yogurt parfait mcdonalds,156,4.1
1469,triple zero greek yogurt dannon oikos,120,0.038
1470,greek yogurt,100,17.3
1471,chocolate rasberry protein mini proteinfx,102,0
1472,gushers fruit gushers,360,0
1473,egg fried,90,6.3
1474,glucerna abbott,1010,0
1475,sports drink,26,0
1476,peanut butter cookie protein syntha 6,200,0
1477,hanfprotein pulver rohkostqualitat veganz,107,0
1478,smoothie high protein creamy chocolate slimfast,110,12
1479,egg large,138,0
1480,boysenberries frozen,66,1.5
1481,malt beverage,88,0.5
1482,chocolate powder for milk,88,1
1483,vegetable fruit juice,9,0.071
1484,cocoa powder unsweetened,12,1.1
1485,coconut milk,35,0.3
1486,cocoa powder,28,0.5
1487,rice drink,113,0.7
1488,coconut water,46,1.7
1489,caramel med iced coffee dunkin donuts,268,0
1490,instant coffee with water decaffeinated,4,0.2
1491,instant coffee powder,353,12.2
1492,instant coffee powder decaffeinated,6,0.2
1493,instant cappuccino powder,53,0.4
1494,coffee decaffeinated,0,0.2
1495,espresso decaffeinated,3,0.065
1496,instant coffee with water,4,0.2
1497,coffee,2,0.3
1498,espresso,3,0.021
1499,whey protein powder vanilla eas,108,0
1500,energy drink sugar free red bull,13,0.6
1501,powerade coca cola,9,0
1502,amp energy pepsi,110,0.6
1503,gatorade g2 pepsi,2,0.069
1504,amp energy sugar free pepsi,5,0
1505,energy drink red bull,111,1.2
1506,powerade zero ion4 coca cola,0,0
1507,full throttle coca cola,110,0.6
1508,passion fruit juice purple,148,1.7
1509,pomegranate juice,134,0.4
1510,cranberry apricot juice,157,0.5
1511,pineapple juice,133,0.9
1512,passion fruit juice yellow,126,1
1513,orange apricot juice,128,0.8
1514,tangerine juice,106,1.2
1515,orange juice,90,1.4
1516,grapefruit juice,96,1.2
1517,pineapple grapefruit juice,118,0.5
1518,tamarind nectar,143,0.2
1519,apple juice,114,0.2
1520,limeade,128,0
1521,guava nectar,158,0.2
1522,orange grapefruit juice,106,1.5
1523,orange juice sainsburys,14,0
1524,cranberry apple juice,154,0
1525,pineapple orange juice,125,3.3
1526,pear nectar,150,0.3
1527,blackberry juice,95,0.8
1528,lemon juice,54,0.9
1529,cranberry grape juice,137,0.5
1530,citrus fruit juice,114,0.8
1531,prune juice,182,1.6
1532,guanabana nectar,148,0.3
1533,fruit juice,108,0.3
1534,horchata,15,0.1
1535,fruit punch,98,0.2
1536,apricot nectar,139,0.9
1537,orangensaft ja,86,0
1538,fruchtcocktail granini,102,0
1539,peach nectar,125,0.5
1540,orange pineapple juice,15,0.1
1541,cranberry juice,92,0.8
1542,white grapefruit juice,96,1.2
1543,mango nectar,128,0.3
1544,acerola cherry juice,56,1
1545,apple juice concentrate,350,1.1
1546,papaya nectar,143,0.4
1547,apple juice martinellis,122,0
1548,lime juice,61,1
1549,grape juice,152,0.9
1550,water dannon,0,0
1551,tap water,0,0
1552,table water,0,0
1553,fruit flavored water,52,0
1554,water,0,0
1555,cola light coca cola,0,0
1556,lemon lime soda,151,0.3
1557,tonic water,114,0
1558,lemonade low calorie,7,0.092
1559,ginger ale,68,0
1560,ice tea lemon flavor nestle,88,0
1561,sprite coca cola,80,0.1
1562,cola coca cola,151,0
1563,cola,74,0.1
1564,cream soda,252,0
1565,club soda,0,0
1566,pink lemonade,86,0.1
1567,grape soda,160,0
1568,cola without caffeine coca cola,151,0
1569,white lemonade,80,0.1
1570,chocolate soda,207,0
1571,sweet tea lipton,130,0
1572,hibiscus tea,74,0.9
1573,instant lemon tea,2,0.1
1574,pesca tea santal,116,0
1575,instant lemon tea sweetened,91,0.071
1576,tea with milk and sugar yorkshire,15,0
1577,tea blueberry muffin tekanne,4,0
1578,chamomile tea,2,0
1579,black tea,2,0
1580,herb tea,2,0
1581,clam tomato juice,80,1
1582,tomato juice,41,2.1
1583,vegetable juice,53,1.5
1584,tomato vegetable juice,53,1.5
1585,carrot juice,80,1.9
1586,acorn dried,144,2.3
1587,fenugreek seeds,36,2.6
1588,peanut topping mcdonalds,181,7.9
1589,beechnuts dried,173,1.9
